comparison;codec;preset;sequence;crf;real bitrate;subjective
2019;t265;mv_subjective;making_alcohol_short;2000;3765;3.143366645268305
2019;t265;mv_subjective;making_alcohol_short;4000;7405;3.1891848265321565
2019;uc265;mv_subjective;making_alcohol_short;1000;1862;2.4177988036301943
2019;uc265;mv_subjective;making_alcohol_short;2000;3751;3.1054896916724863
2019;uc265;mv_subjective;making_alcohol_short;4000;7504;3.138908693022417
2019;venc;mv_subjective;making_alcohol_short;1000;1925;3.210714809634096
2019;venc;mv_subjective;making_alcohol_short;2000;3689;3.7416372242212153
2019;venc;mv_subjective;making_alcohol_short;4000;7427;3.746340452289771
2019;vp9;mv_subjective;making_alcohol_short;1000;1705;2.2114306482437156
2019;vp9;mv_subjective;making_alcohol_short;2000;3397;2.9643648859669667
2019;vp9;mv_subjective;making_alcohol_short;4000;7025;3.2750814107731054
2019;x264;mv_subjective;making_alcohol_short;1000;1877;0
2019;x264;mv_subjective;making_alcohol_short;2000;3733;2.379250931609172
2019;x264;mv_subjective;making_alcohol_short;4000;7409;2.962323370040929
2019;x265;mv_subjective;making_alcohol_short;1000;1694;2.236145964878639
2019;x265;mv_subjective;making_alcohol_short;2000;3366;2.8432481059480055
2019;x265;mv_subjective;making_alcohol_short;4000;6729;3.1570146738452936
2019;xin265;mv_subjective;making_alcohol_short;1000;1900;2.4759029627380764
2019;xin265;mv_subjective;making_alcohol_short;2000;3815;2.9304052314220765
2019;xin265;mv_subjective;making_alcohol_short;4000;7619;3.212943276378709
2019;xvc;mv_subjective;making_alcohol_short;1000;1704;2.5364529021507565
2019;xvc;mv_subjective;making_alcohol_short;2000;3781;3.255273949205018
2019;xvc;mv_subjective;making_alcohol_short;4000;7829;3.1707477333937364
2019;bytedance;mv_subjective;tractor_short;1000;1810;1.2037301498344286
2019;bytedance;mv_subjective;tractor_short;2000;3625;2.1526689893571187
2019;bytedance;mv_subjective;tractor_short;4000;7251;2.4466135635221455
2019;huawei;mv_subjective;tractor_short;1000;1908;1.618181013919525
2019;huawei;mv_subjective;tractor_short;2000;3812;2.389616790208903
2019;huawei_20190725;mv_subjective;tractor_short;1000;1675;1.288483193180383
2019;huawei_20190725;mv_subjective;tractor_short;2000;2753;1.9809338818020639
2019;huawei_20190725;mv_subjective;tractor_short;4000;4450;2.4352773499084934
2019;huawei;mv_subjective;tractor_short;4000;7434;2.5465193498391305
2019;mainconcept;mv_subjective;tractor_short;1000;1913;1.1391509036165384
2019;mainconcept;mv_subjective;tractor_short;2000;3831;1.7801696503508364
