,index,Reference,Distorted,Metric,Metric_val,Mask
202,197,happy_dog_1920x1080_60.yuv,enc_res_svt_av1_mv_offline_2k_happy_dog_63.mp4,niqe,7.5388,False
203,220,happy_dog_1920x1080_60.yuv,enc_res_svt_av1_mv_offline_2k_happy_dog_63.mp4,niqe,8.9578,True
204,241,light_show_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_light_show_34.mp4,niqe,8.4683,False
205,265,light_show_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_light_show_34.mp4,niqe,11.857,True
206,266,light_show_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_light_show_42.mp4,niqe,11.861,True
207,242,light_show_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_light_show_42.mp4,niqe,8.5495,False
208,267,light_show_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_light_show_52.mp4,niqe,11.902,True
209,243,light_show_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_light_show_52.mp4,niqe,8.7517,False
210,313,mountain_dog_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_mountain_dog_50.mp4,niqe,9.1735,True
211,289,mountain_dog_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_mountain_dog_50.mp4,niqe,8.2674,False
212,290,mountain_dog_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_mountain_dog_56.mp4,niqe,8.4212,False
213,314,mountain_dog_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_mountain_dog_56.mp4,niqe,9.2945,True
214,291,mountain_dog_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_mountain_dog_60.mp4,niqe,8.5164,False
215,315,mountain_dog_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_mountain_dog_60.mp4,niqe,9.4331,True
216,359,pool_underwater_1920x1080_25.yuv,enc_res_svt_av1_mv_offline_2k_pool_underwater_58.mp4,niqe,9.5178,True
217,337,pool_underwater_1920x1080_25.yuv,enc_res_svt_av1_mv_offline_2k_pool_underwater_58.mp4,niqe,9.0668,False
218,360,pool_underwater_1920x1080_25.yuv,enc_res_svt_av1_mv_offline_2k_pool_underwater_63.mp4,niqe,9.3994,True
219,338,pool_underwater_1920x1080_25.yuv,enc_res_svt_av1_mv_offline_2k_pool_underwater_63.mp4,niqe,8.7375,False
220,405,pumba_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_pumba_42.mp4,niqe,12.839,True
221,381,pumba_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_pumba_42.mp4,niqe,12.526,False
222,382,pumba_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_pumba_50.mp4,niqe,11.643,False
223,406,pumba_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_pumba_50.mp4,niqe,13.082,True
224,383,pumba_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_pumba_56.mp4,niqe,11.007,False
225,407,pumba_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_pumba_56.mp4,niqe,13.112,True
226,9,tourist_1920x1080_60.yuv,enc_res_svt_av1_mv_offline_2k_tourist_40.mp4,niqe,5.6781,False
227,33,tourist_1920x1080_60.yuv,enc_res_svt_av1_mv_offline_2k_tourist_40.mp4,niqe,6.825,True
228,34,tourist_1920x1080_60.yuv,enc_res_svt_av1_mv_offline_2k_tourist_50.mp4,niqe,6.848,True
229,10,tourist_1920x1080_60.yuv,enc_res_svt_av1_mv_offline_2k_tourist_50.mp4,niqe,5.7295,False
230,35,tourist_1920x1080_60.yuv,enc_res_svt_av1_mv_offline_2k_tourist_58.mp4,niqe,6.9338,True
231,11,tourist_1920x1080_60.yuv,enc_res_svt_av1_mv_offline_2k_tourist_58.mp4,niqe,5.82,False
232,79,winter_riding_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_winter_riding_61.mp4,niqe,6.6068,True
233,57,winter_riding_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_winter_riding_61.mp4,niqe,5.5139,False
234,58,winter_riding_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_winter_riding_63.mp4,niqe,5.758,False
235,80,winter_riding_1920x1080_30.yuv,enc_res_svt_av1_mv_offline_2k_winter_riding_63.mp4,niqe,6.8983,True
236,432,blue_hair_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_blue_hair_28.mp4,niqe,8.6129,False
237,456,blue_hair_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_blue_hair_28.mp4,niqe,10.696,True
238,433,blue_hair_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_blue_hair_33.mp4,niqe,8.8492,False
239,457,blue_hair_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_blue_hair_33.mp4,niqe,10.817,True
240,434,blue_hair_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_blue_hair_38.mp4,niqe,9.1288,False
241,458,blue_hair_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_blue_hair_38.mp4,niqe,10.969,True
242,128,boys_1920x1080_25.yuv,enc_res_svt_hevc_mv_offline_2k_boys_31.mp4,niqe,9.7851,True
243,104,boys_1920x1080_25.yuv,enc_res_svt_hevc_mv_offline_2k_boys_31.mp4,niqe,8.6027,False
244,105,boys_1920x1080_25.yuv,enc_res_svt_hevc_mv_offline_2k_boys_36.mp4,niqe,8.3354,False
245,129,boys_1920x1080_25.yuv,enc_res_svt_hevc_mv_offline_2k_boys_36.mp4,niqe,9.7749,True
246,106,boys_1920x1080_25.yuv,enc_res_svt_hevc_mv_offline_2k_boys_40.mp4,niqe,8.3099,False
247,130,boys_1920x1080_25.yuv,enc_res_svt_hevc_mv_offline_2k_boys_40.mp4,niqe,9.9035,True
248,152,game_streamer_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_game_streamer_34.mp4,niqe,5.233,False
249,175,game_streamer_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_game_streamer_34.mp4,niqe,6.1628,True
250,176,game_streamer_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_game_streamer_36.mp4,niqe,6.2962,True
251,153,game_streamer_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_game_streamer_36.mp4,niqe,5.2045,False
252,177,game_streamer_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_game_streamer_39.mp4,niqe,6.6821,True
253,154,game_streamer_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_game_streamer_39.mp4,niqe,5.3148,False
254,221,happy_dog_1920x1080_60.yuv,enc_res_svt_hevc_mv_offline_2k_happy_dog_33.mp4,niqe,7.8657,True
255,198,happy_dog_1920x1080_60.yuv,enc_res_svt_hevc_mv_offline_2k_happy_dog_33.mp4,niqe,6.3085,False
256,222,happy_dog_1920x1080_60.yuv,enc_res_svt_hevc_mv_offline_2k_happy_dog_38.mp4,niqe,8.4455,True
257,199,happy_dog_1920x1080_60.yuv,enc_res_svt_hevc_mv_offline_2k_happy_dog_38.mp4,niqe,6.8908,False
258,223,happy_dog_1920x1080_60.yuv,enc_res_svt_hevc_mv_offline_2k_happy_dog_43.mp4,niqe,9.2465,True
259,200,happy_dog_1920x1080_60.yuv,enc_res_svt_hevc_mv_offline_2k_happy_dog_43.mp4,niqe,7.9108,False
260,268,light_show_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_light_show_25.mp4,niqe,11.05,True
261,244,light_show_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_light_show_25.mp4,niqe,7.657,False
262,269,light_show_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_light_show_30.mp4,niqe,11.198,True
263,245,light_show_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_light_show_30.mp4,niqe,7.9615,False
264,270,light_show_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_light_show_36.mp4,niqe,11.448,True
265,246,light_show_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_light_show_36.mp4,niqe,8.3972,False
266,292,mountain_dog_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_mountain_dog_31.mp4,niqe,7.725,False
267,316,mountain_dog_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_mountain_dog_31.mp4,niqe,8.8526,True
268,317,mountain_dog_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_mountain_dog_35.mp4,niqe,9.0116,True
269,293,mountain_dog_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_mountain_dog_35.mp4,niqe,7.9651,False
270,294,mountain_dog_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_mountain_dog_38.mp4,niqe,8.2496,False
271,318,mountain_dog_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_mountain_dog_38.mp4,niqe,9.2195,True
272,339,pool_underwater_1920x1080_25.yuv,enc_res_svt_hevc_mv_offline_2k_pool_underwater_36.mp4,niqe,8.1733,False
273,361,pool_underwater_1920x1080_25.yuv,enc_res_svt_hevc_mv_offline_2k_pool_underwater_36.mp4,niqe,8.7649,True
274,362,pool_underwater_1920x1080_25.yuv,enc_res_svt_hevc_mv_offline_2k_pool_underwater_40.mp4,niqe,8.8042,True
275,340,pool_underwater_1920x1080_25.yuv,enc_res_svt_hevc_mv_offline_2k_pool_underwater_40.mp4,niqe,8.1433,False
276,363,pool_underwater_1920x1080_25.yuv,enc_res_svt_hevc_mv_offline_2k_pool_underwater_43.mp4,niqe,8.8672,True
277,341,pool_underwater_1920x1080_25.yuv,enc_res_svt_hevc_mv_offline_2k_pool_underwater_43.mp4,niqe,8.1443,False
278,408,pumba_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_pumba_29.mp4,niqe,12.56,True
279,384,pumba_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_pumba_29.mp4,niqe,11.589,False
280,409,pumba_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_pumba_33.mp4,niqe,12.613,True
281,385,pumba_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_pumba_33.mp4,niqe,10.773,False
282,410,pumba_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_pumba_37.mp4,niqe,12.675,True
283,386,pumba_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_pumba_37.mp4,niqe,10.432,False
284,36,tourist_1920x1080_60.yuv,enc_res_svt_hevc_mv_offline_2k_tourist_27.mp4,niqe,6.4682,True
285,12,tourist_1920x1080_60.yuv,enc_res_svt_hevc_mv_offline_2k_tourist_27.mp4,niqe,5.2839,False
286,13,tourist_1920x1080_60.yuv,enc_res_svt_hevc_mv_offline_2k_tourist_32.mp4,niqe,5.3086,False
287,37,tourist_1920x1080_60.yuv,enc_res_svt_hevc_mv_offline_2k_tourist_32.mp4,niqe,6.5191,True
288,14,tourist_1920x1080_60.yuv,enc_res_svt_hevc_mv_offline_2k_tourist_38.mp4,niqe,5.3429,False
289,38,tourist_1920x1080_60.yuv,enc_res_svt_hevc_mv_offline_2k_tourist_38.mp4,niqe,6.6062,True
290,81,winter_riding_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_winter_riding_38.mp4,niqe,5.9442,True
291,59,winter_riding_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_winter_riding_38.mp4,niqe,4.597,False
292,60,winter_riding_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_winter_riding_42.mp4,niqe,5.0398,False
293,82,winter_riding_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_winter_riding_42.mp4,niqe,6.3925,True
294,61,winter_riding_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_winter_riding_46.mp4,niqe,5.7318,False
295,83,winter_riding_1920x1080_30.yuv,enc_res_svt_hevc_mv_offline_2k_winter_riding_46.mp4,niqe,7.1053,True
296,435,blue_hair_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_blue_hair_45.mp4,niqe,8.4344,False
297,459,blue_hair_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_blue_hair_45.mp4,niqe,10.298,True
298,460,blue_hair_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_blue_hair_54.mp4,niqe,10.516,True
299,436,blue_hair_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_blue_hair_54.mp4,niqe,8.8193,False
300,461,blue_hair_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_blue_hair_62.mp4,niqe,10.667,True
301,437,blue_hair_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_blue_hair_62.mp4,niqe,9.0654,False
302,131,boys_1920x1080_25.yuv,enc_res_svt_vp9_mv_offline_2k_boys_53.mp4,niqe,9.4132,True
303,107,boys_1920x1080_25.yuv,enc_res_svt_vp9_mv_offline_2k_boys_53.mp4,niqe,8.0035,False
304,108,boys_1920x1080_25.yuv,enc_res_svt_vp9_mv_offline_2k_boys_61.mp4,niqe,7.8788,False
305,132,boys_1920x1080_25.yuv,enc_res_svt_vp9_mv_offline_2k_boys_61.mp4,niqe,9.4216,True
306,133,boys_1920x1080_25.yuv,enc_res_svt_vp9_mv_offline_2k_boys_63.mp4,niqe,9.385,True
307,109,boys_1920x1080_25.yuv,enc_res_svt_vp9_mv_offline_2k_boys_63.mp4,niqe,7.8494,False
308,155,game_streamer_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_game_streamer_60.mp4,niqe,5.3817,False
309,178,game_streamer_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_game_streamer_60.mp4,niqe,6.2407,True
310,179,game_streamer_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_game_streamer_63.mp4,niqe,6.5778,True
311,156,game_streamer_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_game_streamer_63.mp4,niqe,5.566,False
312,224,happy_dog_1920x1080_60.yuv,enc_res_svt_vp9_mv_offline_2k_happy_dog_56.mp4,niqe,7.9654,True
313,201,happy_dog_1920x1080_60.yuv,enc_res_svt_vp9_mv_offline_2k_happy_dog_56.mp4,niqe,6.6221,False
314,225,happy_dog_1920x1080_60.yuv,enc_res_svt_vp9_mv_offline_2k_happy_dog_63.mp4,niqe,8.5924,True
315,202,happy_dog_1920x1080_60.yuv,enc_res_svt_vp9_mv_offline_2k_happy_dog_63.mp4,niqe,7.3482,False
316,247,light_show_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_light_show_40.mp4,niqe,7.7707,False
317,271,light_show_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_light_show_40.mp4,niqe,11.111,True
318,272,light_show_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_light_show_49.mp4,niqe,11.332,True
319,248,light_show_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_light_show_49.mp4,niqe,8.2245,False
320,249,light_show_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_light_show_59.mp4,niqe,8.7942,False
321,273,light_show_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_light_show_59.mp4,niqe,11.645,True
322,319,mountain_dog_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_mountain_dog_53.mp4,niqe,8.8956,True
323,295,mountain_dog_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_mountain_dog_53.mp4,niqe,7.9438,False
324,320,mountain_dog_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_mountain_dog_59.mp4,niqe,9.1375,True
325,296,mountain_dog_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_mountain_dog_59.mp4,niqe,8.2667,False
326,321,mountain_dog_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_mountain_dog_63.mp4,niqe,9.54,True
327,297,mountain_dog_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_mountain_dog_63.mp4,niqe,8.6335,False
328,364,pool_underwater_1920x1080_25.yuv,enc_res_svt_vp9_mv_offline_2k_pool_underwater_60.mp4,niqe,9.0181,True
329,342,pool_underwater_1920x1080_25.yuv,enc_res_svt_vp9_mv_offline_2k_pool_underwater_60.mp4,niqe,8.6445,False
330,365,pool_underwater_1920x1080_25.yuv,enc_res_svt_vp9_mv_offline_2k_pool_underwater_63.mp4,niqe,8.8506,True
331,343,pool_underwater_1920x1080_25.yuv,enc_res_svt_vp9_mv_offline_2k_pool_underwater_63.mp4,niqe,8.4207,False
332,411,pumba_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_pumba_50.mp4,niqe,11.868,True
333,387,pumba_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_pumba_50.mp4,niqe,9.941,False
334,388,pumba_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_pumba_58.mp4,niqe,10.052,False
335,412,pumba_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_pumba_58.mp4,niqe,12.096,True
336,389,pumba_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_pumba_62.mp4,niqe,10.049,False
337,413,pumba_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_pumba_62.mp4,niqe,12.162,True
338,39,tourist_1920x1080_60.yuv,enc_res_svt_vp9_mv_offline_2k_tourist_47.mp4,niqe,6.4724,True
339,15,tourist_1920x1080_60.yuv,enc_res_svt_vp9_mv_offline_2k_tourist_47.mp4,niqe,5.2806,False
340,16,tourist_1920x1080_60.yuv,enc_res_svt_vp9_mv_offline_2k_tourist_57.mp4,niqe,5.267,False
341,40,tourist_1920x1080_60.yuv,enc_res_svt_vp9_mv_offline_2k_tourist_57.mp4,niqe,6.4537,True
342,41,tourist_1920x1080_60.yuv,enc_res_svt_vp9_mv_offline_2k_tourist_63.mp4,niqe,6.6198,True
343,17,tourist_1920x1080_60.yuv,enc_res_svt_vp9_mv_offline_2k_tourist_63.mp4,niqe,5.3814,False
344,84,winter_riding_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_winter_riding_62.mp4,niqe,6.4663,True
345,62,winter_riding_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_winter_riding_62.mp4,niqe,5.2879,False
346,85,winter_riding_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_winter_riding_63.mp4,niqe,6.5335,True
347,63,winter_riding_1920x1080_30.yuv,enc_res_svt_vp9_mv_offline_2k_winter_riding_63.mp4,niqe,5.3772,False
348,462,blue_hair_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_blue_hair_31.mp4,niqe,11.009,True
349,438,blue_hair_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_blue_hair_31.mp4,niqe,9.2023,False
350,463,blue_hair_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_blue_hair_36.mp4,niqe,10.982,True
351,439,blue_hair_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_blue_hair_36.mp4,niqe,9.3146,False
352,440,blue_hair_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_blue_hair_44.mp4,niqe,9.3216,False
353,464,blue_hair_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_blue_hair_44.mp4,niqe,10.734,True
354,134,boys_1920x1080_25.yuv,enc_res_x264_mv_offline_2k_boys_30.mp4,niqe,9.7179,True
355,110,boys_1920x1080_25.yuv,enc_res_x264_mv_offline_2k_boys_30.mp4,niqe,8.3076,False
356,135,boys_1920x1080_25.yuv,enc_res_x264_mv_offline_2k_boys_35.mp4,niqe,10.056,True
357,111,boys_1920x1080_25.yuv,enc_res_x264_mv_offline_2k_boys_35.mp4,niqe,8.5177,False
358,136,boys_1920x1080_25.yuv,enc_res_x264_mv_offline_2k_boys_41.mp4,niqe,10.413,True
359,112,boys_1920x1080_25.yuv,enc_res_x264_mv_offline_2k_boys_41.mp4,niqe,8.7577,False
360,157,game_streamer_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_game_streamer_32.mp4,niqe,5.988,False
361,180,game_streamer_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_game_streamer_32.mp4,niqe,6.8214,True
362,158,game_streamer_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_game_streamer_34.mp4,niqe,6.0099,False
363,181,game_streamer_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_game_streamer_34.mp4,niqe,7.0366,True
364,182,game_streamer_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_game_streamer_36.mp4,niqe,7.7113,True
365,159,game_streamer_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_game_streamer_36.mp4,niqe,6.1923,False
366,226,happy_dog_1920x1080_60.yuv,enc_res_x264_mv_offline_2k_happy_dog_32.mp4,niqe,8.764,True
367,203,happy_dog_1920x1080_60.yuv,enc_res_x264_mv_offline_2k_happy_dog_32.mp4,niqe,7.2382,False
368,204,happy_dog_1920x1080_60.yuv,enc_res_x264_mv_offline_2k_happy_dog_38.mp4,niqe,8.1919,False
369,227,happy_dog_1920x1080_60.yuv,enc_res_x264_mv_offline_2k_happy_dog_38.mp4,niqe,9.5483,True
370,205,happy_dog_1920x1080_60.yuv,enc_res_x264_mv_offline_2k_happy_dog_48.mp4,niqe,9.2746,False
371,228,happy_dog_1920x1080_60.yuv,enc_res_x264_mv_offline_2k_happy_dog_48.mp4,niqe,10.227,True
372,274,light_show_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_light_show_26.mp4,niqe,11.702,True
373,250,light_show_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_light_show_26.mp4,niqe,8.434,False
374,275,light_show_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_light_show_31.mp4,niqe,11.851,True
375,251,light_show_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_light_show_31.mp4,niqe,8.798,False
376,276,light_show_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_light_show_38.mp4,niqe,11.938,True
377,252,light_show_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_light_show_38.mp4,niqe,9.0885,False
378,298,mountain_dog_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_mountain_dog_32.mp4,niqe,8.5684,False
379,322,mountain_dog_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_mountain_dog_32.mp4,niqe,9.2712,True
380,323,mountain_dog_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_mountain_dog_34.mp4,niqe,9.7339,True
381,299,mountain_dog_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_mountain_dog_34.mp4,niqe,8.847,False
382,300,mountain_dog_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_mountain_dog_37.mp4,niqe,9.665,False
383,324,mountain_dog_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_mountain_dog_37.mp4,niqe,10.808,True
384,366,pool_underwater_1920x1080_25.yuv,enc_res_x264_mv_offline_2k_pool_underwater_35.mp4,niqe,9.0312,True
385,344,pool_underwater_1920x1080_25.yuv,enc_res_x264_mv_offline_2k_pool_underwater_35.mp4,niqe,8.7191,False
386,345,pool_underwater_1920x1080_25.yuv,enc_res_x264_mv_offline_2k_pool_underwater_39.mp4,niqe,8.9948,False
387,367,pool_underwater_1920x1080_25.yuv,enc_res_x264_mv_offline_2k_pool_underwater_39.mp4,niqe,9.8962,True
388,368,pool_underwater_1920x1080_25.yuv,enc_res_x264_mv_offline_2k_pool_underwater_42.mp4,niqe,10.82,True
389,346,pool_underwater_1920x1080_25.yuv,enc_res_x264_mv_offline_2k_pool_underwater_42.mp4,niqe,9.647,False
390,390,pumba_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_pumba_31.mp4,niqe,10.294,False
391,414,pumba_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_pumba_31.mp4,niqe,12.212,True
392,415,pumba_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_pumba_34.mp4,niqe,11.66,True
393,391,pumba_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_pumba_34.mp4,niqe,10.23,False
394,416,pumba_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_pumba_38.mp4,niqe,11.948,True
395,392,pumba_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_pumba_38.mp4,niqe,10.707,False
396,18,tourist_1920x1080_60.yuv,enc_res_x264_mv_offline_2k_tourist_25.mp4,niqe,5.4993,False
397,42,tourist_1920x1080_60.yuv,enc_res_x264_mv_offline_2k_tourist_25.mp4,niqe,6.7556,True
398,43,tourist_1920x1080_60.yuv,enc_res_x264_mv_offline_2k_tourist_31.mp4,niqe,6.9261,True
399,19,tourist_1920x1080_60.yuv,enc_res_x264_mv_offline_2k_tourist_31.mp4,niqe,5.6011,False
400,44,tourist_1920x1080_60.yuv,enc_res_x264_mv_offline_2k_tourist_37.mp4,niqe,7.4313,True
401,20,tourist_1920x1080_60.yuv,enc_res_x264_mv_offline_2k_tourist_37.mp4,niqe,5.8312,False
402,86,winter_riding_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_winter_riding_35.mp4,niqe,7.1675,True
403,64,winter_riding_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_winter_riding_35.mp4,niqe,5.4969,False
404,87,winter_riding_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_winter_riding_40.mp4,niqe,8.2509,True
405,65,winter_riding_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_winter_riding_40.mp4,niqe,6.3331,False
406,66,winter_riding_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_winter_riding_45.mp4,niqe,7.1193,False
407,88,winter_riding_1920x1080_30.yuv,enc_res_x264_mv_offline_2k_winter_riding_45.mp4,niqe,9.3899,True
408,441,blue_hair_1920x1080_30.yuv,enc_res_x265_mv_offline_2k_blue_hair_28.mp4,niqe,8.4612,False
409,465,blue_hair_1920x1080_30.yuv,enc_res_x265_mv_offline_2k_blue_hair_28.mp4,niqe,10.528,True
410,442,blue_hair_1920x1080_30.yuv,enc_res_x265_mv_offline_2k_blue_hair_32.mp4,niqe,8.6826,False
411,466,blue_hair_1920x1080_30.yuv,enc_res_x265_mv_offline_2k_blue_hair_32.mp4,niqe,10.648,True
412,443,blue_hair_1920x1080_30.yuv,enc_res_x265_mv_offline_2k_blue_hair_37.mp4,niqe,8.948,False
413,467,blue_hair_1920x1080_30.yuv,enc_res_x265_mv_offline_2k_blue_hair_37.mp4,niqe,10.846,True
414,137,boys_1920x1080_25.yuv,enc_res_x265_mv_offline_2k_boys_30.mp4,niqe,9.8961,True
415,113,boys_1920x1080_25.yuv,enc_res_x265_mv_offline_2k_boys_30.mp4,niqe,9.0068,False
416,114,boys_1920x1080_25.yuv,enc_res_x265_mv_offline_2k_boys_35.mp4,niqe,8.5772,False
417,138,boys_1920x1080_25.yuv,enc_res_x265_mv_offline_2k_boys_35.mp4,niqe,9.8641,True
418,139,boys_1920x1080_25.yuv,enc_res_x265_mv_offline_2k_boys_40.mp4,niqe,10.062,True
419,115,boys_1920x1080_25.yuv,enc_res_x265_mv_offline_2k_boys_40.mp4,niqe,8.4302,False
420,183,game_streamer_1920x1080_30.yuv,enc_res_x265_mv_offline_2k_game_streamer_33.mp4,niqe,6.3804,True
421,160,game_streamer_1920x1080_30.yuv,enc_res_x265_mv_offline_2k_game_streamer_33.mp4,niqe,5.5292,False
422,161,game_streamer_1920x1080_30.yuv,enc_res_x265_mv_offline_2k_game_streamer_35.mp4,niqe,5.422,False
423,184,game_streamer_1920x1080_30.yuv,enc_res_x265_mv_offline_2k_game_streamer_35.mp4,niqe,6.4789,True
424,162,game_streamer_1920x1080_30.yuv,enc_res_x265_mv_offline_2k_game_streamer_37.mp4,niqe,5.2559,False
