
enc_res_x265_mv_offline_2k_blue_hair_28.mp4,enc_res_kingsoft_v1_mv_offline_2k_v1_blue_hair_33.mp4,psnr,42.877,False
enc_res_x265_mv_offline_2k_blue_hair_28.mp4,enc_res_kingsoft_v1_mv_offline_2k_v1_blue_hair_38.mp4,psnr,41.307,False
enc_res_x265_mv_offline_2k_blue_hair_28.mp4,enc_res_kingsoft_v1_mv_offline_2k_v1_blue_hair_43.mp4,psnr,39.189,False
enc_res_x265_mv_offline_2k_blue_hair_28.mp4,enc_res_kingsoft_v2_mv_offline_2k_blue_hair_33.mp4,psnr,39.364,False
enc_res_x265_mv_offline_2k_blue_hair_28.mp4,enc_res_kingsoft_v2_mv_offline_2k_blue_hair_39.mp4,psnr,38.737,False
enc_res_x265_mv_offline_2k_blue_hair_28.mp4,enc_res_kingsoft_v2_mv_offline_2k_blue_hair_45.mp4,psnr,37.386,False
enc_res_x265_mv_offline_2k_blue_hair_28.mp4,enc_res_kingsoft_v3_mv_offline_2k_blue_hair_28.mp4,psnr,43.335,False
enc_res_x265_mv_offline_2k_blue_hair_28.mp4,enc_res_kingsoft_v3_mv_offline_2k_blue_hair_33.mp4,psnr,40.91,False
enc_res_x265_mv_offline_2k_blue_hair_28.mp4,enc_res_kingsoft_v3_mv_offline_2k_blue_hair_38.mp4,psnr,37.952,False
enc_res_x265_mv_offline_2k_blue_hair_28.mp4,enc_res_svt_av1_mv_offline_2k_blue_hair_40.mp4,psnr,42.928,False
enc_res_x265_mv_offline_2k_blue_hair_28.mp4,enc_res_svt_av1_mv_offline_2k_blue_hair_48.mp4,psnr,41.407,False
enc_res_x265_mv_offline_2k_blue_hair_28.mp4,enc_res_svt_av1_mv_offline_2k_blue_hair_58.mp4,psnr,38.544,False
enc_res_x265_mv_offline_2k_blue_hair_28.mp4,enc_res_svt_hevc_mv_offline_2k_blue_hair_28.mp4,psnr,42.062,False
enc_res_x265_mv_offline_2k_blue_hair_28.mp4,enc_res_svt_hevc_mv_offline_2k_blue_hair_33.mp4,psnr,39.323,False
enc_res_x265_mv_offline_2k_blue_hair_28.mp4,enc_res_svt_hevc_mv_offline_2k_blue_hair_38.mp4,psnr,36.586,False
