,Reference,Distorted,Metric,Metric_val,Mask,Subjective
176,enc_res_x265_mv_offline_2k_boys_30.mp4,enc_res_svt_vp9_mv_offline_2k_boys_53.mp4,vmaf,77.624,True,3.428521528794996
177,enc_res_x265_mv_offline_2k_boys_30.mp4,enc_res_svt_vp9_mv_offline_2k_boys_61.mp4,vmaf,62.963,True,1.8690413135943564
178,enc_res_x265_mv_offline_2k_boys_30.mp4,enc_res_svt_vp9_mv_offline_2k_boys_63.mp4,vmaf,55.152,True,1.1787658059386974
179,enc_res_x265_mv_offline_2k_boys_30.mp4,enc_res_x264_mv_offline_2k_boys_30.mp4,vmaf,80.988,True,3.838110902032029
180,enc_res_x265_mv_offline_2k_boys_30.mp4,enc_res_x264_mv_offline_2k_boys_35.mp4,vmaf,63.519,True,1.8926543897040995
181,enc_res_x265_mv_offline_2k_boys_30.mp4,enc_res_x264_mv_offline_2k_boys_41.mp4,vmaf,39.231,True,0.0
182,enc_res_x265_mv_offline_2k_boys_30.mp4,enc_res_x265_mv_offline_2k_boys_35.mp4,vmaf,81.109,True,3.7253738021190266
183,enc_res_x265_mv_offline_2k_boys_30.mp4,enc_res_x265_mv_offline_2k_boys_40.mp4,vmaf,62.473,True,2.279988939007191
184,enc_res_x265_mv_offline_2k_game_streamer_33.mp4,enc_res_kingsoft_v1_mv_offline_2k_v1_game_streamer_35.mp4,psnr,30.184,False,2.2617954164211453
185,enc_res_x265_mv_offline_2k_game_streamer_33.mp4,enc_res_kingsoft_v1_mv_offline_2k_v1_game_streamer_38.mp4,psnr,29.565,False,2.087587413660723
186,enc_res_x265_mv_offline_2k_game_streamer_33.mp4,enc_res_kingsoft_v1_mv_offline_2k_v1_game_streamer_40.mp4,psnr,28.973,False,1.6196787278474123
187,enc_res_x265_mv_offline_2k_game_streamer_33.mp4,enc_res_kingsoft_v2_mv_offline_2k_game_streamer_33.mp4,psnr,28.588,False,3.42309942969763
188,enc_res_x265_mv_offline_2k_game_streamer_33.mp4,enc_res_kingsoft_v2_mv_offline_2k_game_streamer_36.mp4,psnr,28.157,False,3.091838809536726
189,enc_res_x265_mv_offline_2k_game_streamer_33.mp4,enc_res_kingsoft_v2_mv_offline_2k_game_streamer_39.mp4,psnr,27.671,False,2.889996891814178
193,enc_res_x265_mv_offline_2k_game_streamer_33.mp4,enc_res_svt_av1_mv_offline_2k_game_streamer_54.mp4,psnr,30.234,False,2.302250830294941
194,enc_res_x265_mv_offline_2k_game_streamer_33.mp4,enc_res_svt_av1_mv_offline_2k_game_streamer_60.mp4,psnr,29.285,False,1.3644043762240956
195,enc_res_x265_mv_offline_2k_game_streamer_33.mp4,enc_res_svt_av1_mv_offline_2k_game_streamer_63.mp4,psnr,28.156,False,0.4990683681939778
196,enc_res_x265_mv_offline_2k_game_streamer_33.mp4,enc_res_svt_hevc_mv_offline_2k_game_streamer_34.mp4,psnr,29.662,False,1.6720956242526284
197,enc_res_x265_mv_offline_2k_game_streamer_33.mp4,enc_res_svt_hevc_mv_offline_2k_game_streamer_36.mp4,psnr,28.865,False,1.2620629168098842
198,enc_res_x265_mv_offline_2k_game_streamer_33.mp4,enc_res_svt_hevc_mv_offline_2k_game_streamer_39.mp4,psnr,27.601,False,0.7351471813818189
199,enc_res_x265_mv_offline_2k_game_streamer_33.mp4,enc_res_svt_vp9_mv_offline_2k_game_streamer_60.mp4,psnr,28.702,False,1.1886798531174143
200,enc_res_x265_mv_offline_2k_game_streamer_33.mp4,enc_res_svt_vp9_mv_offline_2k_game_streamer_63.mp4,psnr,27.728,False,0.2374986171037001
201,enc_res_x265_mv_offline_2k_game_streamer_33.mp4,enc_res_x264_mv_offline_2k_game_streamer_32.mp4,psnr,30.096,False,1.462190775471651
202,enc_res_x265_mv_offline_2k_game_streamer_33.mp4,enc_res_x264_mv_offline_2k_game_streamer_34.mp4,psnr,28.986,False,0.7799539298883944
203,enc_res_x265_mv_offline_2k_game_streamer_33.mp4,enc_res_x264_mv_offline_2k_game_streamer_36.mp4,psnr,27.796,False,0.0
204,enc_res_x265_mv_offline_2k_game_streamer_33.mp4,enc_res_x265_mv_offline_2k_game_streamer_35.mp4,psnr,30.642,False,1.8848235937821904
