,Reference,Distorted,Metric,Metric_val,Mask,Subjective
162,enc_res_x265_mv_offline_2k_pumba_29.mp4,enc_res_kingsoft_v2_mv_offline_2k_pumba_42.mp4,ssim,0.8288,False,3.1602915521960484
166,enc_res_x265_mv_offline_2k_pumba_29.mp4,enc_res_svt_av1_mv_offline_2k_pumba_42.mp4,ssim,0.9475,False,3.6090378947972974
167,enc_res_x265_mv_offline_2k_pumba_29.mp4,enc_res_svt_av1_mv_offline_2k_pumba_50.mp4,ssim,0.9262,False,2.9343508605258863
168,enc_res_x265_mv_offline_2k_pumba_29.mp4,enc_res_svt_av1_mv_offline_2k_pumba_56.mp4,ssim,0.899,False,2.2230197978776816
169,enc_res_x265_mv_offline_2k_pumba_29.mp4,enc_res_svt_hevc_mv_offline_2k_pumba_29.mp4,ssim,0.9361,False,3.097160085630503
170,enc_res_x265_mv_offline_2k_pumba_29.mp4,enc_res_svt_hevc_mv_offline_2k_pumba_33.mp4,ssim,0.9028,False,2.643136791048988
171,enc_res_x265_mv_offline_2k_pumba_29.mp4,enc_res_svt_hevc_mv_offline_2k_pumba_37.mp4,ssim,0.8653,False,1.4414694797204912
172,enc_res_x265_mv_offline_2k_pumba_29.mp4,enc_res_svt_vp9_mv_offline_2k_pumba_50.mp4,ssim,0.8988,False,2.9114610057347625
173,enc_res_x265_mv_offline_2k_pumba_29.mp4,enc_res_svt_vp9_mv_offline_2k_pumba_58.mp4,ssim,0.8599,False,2.05548236159246
174,enc_res_x265_mv_offline_2k_pumba_29.mp4,enc_res_svt_vp9_mv_offline_2k_pumba_62.mp4,ssim,0.8342,False,0.5678506031668848
175,enc_res_x265_mv_offline_2k_pumba_29.mp4,enc_res_x264_mv_offline_2k_pumba_31.mp4,ssim,0.8883,False,2.71717967227526
176,enc_res_x265_mv_offline_2k_pumba_29.mp4,enc_res_x264_mv_offline_2k_pumba_34.mp4,ssim,0.8486,False,1.7527890692276804
177,enc_res_x265_mv_offline_2k_pumba_29.mp4,enc_res_x264_mv_offline_2k_pumba_38.mp4,ssim,0.8055,False,0.0
178,enc_res_x265_mv_offline_2k_pumba_29.mp4,enc_res_x265_mv_offline_2k_pumba_33.mp4,ssim,0.9335,False,3.01141296028972
179,enc_res_x265_mv_offline_2k_pumba_29.mp4,enc_res_x265_mv_offline_2k_pumba_37.mp4,ssim,0.8907,False,2.065124277511541
180,enc_res_x265_mv_offline_2k_tourist_26.mp4,enc_res_kingsoft_v1_mv_offline_2k_v1_tourist_30.mp4,ssim,0.9823,False,2.9253659938959617
181,enc_res_x265_mv_offline_2k_tourist_26.mp4,enc_res_kingsoft_v1_mv_offline_2k_v1_tourist_35.mp4,ssim,0.9762,False,2.8991198506871108
182,enc_res_x265_mv_offline_2k_tourist_26.mp4,enc_res_kingsoft_v1_mv_offline_2k_v1_tourist_41.mp4,ssim,0.9592,False,1.9247942986328983
183,enc_res_x265_mv_offline_2k_tourist_26.mp4,enc_res_kingsoft_v2_mv_offline_2k_tourist_33.mp4,ssim,0.962,False,3.508857262275064
184,enc_res_x265_mv_offline_2k_tourist_26.mp4,enc_res_kingsoft_v2_mv_offline_2k_tourist_39.mp4,ssim,0.9572,False,2.904513127142071
185,enc_res_x265_mv_offline_2k_tourist_26.mp4,enc_res_kingsoft_v2_mv_offline_2k_tourist_45.mp4,ssim,0.945,False,2.4058831927555038
189,enc_res_x265_mv_offline_2k_tourist_26.mp4,enc_res_svt_av1_mv_offline_2k_tourist_40.mp4,ssim,0.9825,False,2.855420239463787
190,enc_res_x265_mv_offline_2k_tourist_26.mp4,enc_res_svt_av1_mv_offline_2k_tourist_50.mp4,ssim,0.9762,False,2.57965651113721
