,Reference,Distorted,Metric,Metric_val,Mask,Subjective
191,enc_res_x265_mv_offline_2k_tourist_26.mp4,enc_res_svt_av1_mv_offline_2k_tourist_58.mp4,ssim,0.9649,False,2.1836600272960727
192,enc_res_x265_mv_offline_2k_tourist_26.mp4,enc_res_svt_hevc_mv_offline_2k_tourist_27.mp4,ssim,0.981,False,2.9600022918495914
193,enc_res_x265_mv_offline_2k_tourist_26.mp4,enc_res_svt_hevc_mv_offline_2k_tourist_32.mp4,ssim,0.9706,False,2.3516483710336806
194,enc_res_x265_mv_offline_2k_tourist_26.mp4,enc_res_svt_hevc_mv_offline_2k_tourist_38.mp4,ssim,0.9425,False,1.4464867429518296
195,enc_res_x265_mv_offline_2k_tourist_26.mp4,enc_res_svt_vp9_mv_offline_2k_tourist_47.mp4,ssim,0.9752,False,2.702250790891464
196,enc_res_x265_mv_offline_2k_tourist_26.mp4,enc_res_svt_vp9_mv_offline_2k_tourist_57.mp4,ssim,0.9602,False,1.9017618104993743
197,enc_res_x265_mv_offline_2k_tourist_26.mp4,enc_res_svt_vp9_mv_offline_2k_tourist_63.mp4,ssim,0.9345,False,0.6551260773318486
198,enc_res_x265_mv_offline_2k_tourist_26.mp4,enc_res_x264_mv_offline_2k_tourist_25.mp4,ssim,0.98,False,2.797675080920031
199,enc_res_x265_mv_offline_2k_tourist_26.mp4,enc_res_x264_mv_offline_2k_tourist_31.mp4,ssim,0.9612,False,1.971530111670201
200,enc_res_x265_mv_offline_2k_tourist_26.mp4,enc_res_x264_mv_offline_2k_tourist_37.mp4,ssim,0.9139,False,0.0
201,enc_res_x265_mv_offline_2k_tourist_26.mp4,enc_res_x265_mv_offline_2k_tourist_30.mp4,ssim,0.9775,False,2.4350367483305937
202,enc_res_x265_mv_offline_2k_tourist_26.mp4,enc_res_x265_mv_offline_2k_tourist_35.mp4,ssim,0.9561,False,1.6001187631594362
203,enc_res_x265_mv_offline_2k_winter_riding_37.mp4,enc_res_kingsoft_v1_mv_offline_2k_v1_winter_riding_42.mp4,ssim,0.8754,False,5.200045585951776
204,enc_res_x265_mv_offline_2k_winter_riding_37.mp4,enc_res_kingsoft_v1_mv_offline_2k_v1_winter_riding_46.mp4,ssim,0.8351,False,4.297527371768411
205,enc_res_x265_mv_offline_2k_winter_riding_37.mp4,enc_res_kingsoft_v1_mv_offline_2k_v1_winter_riding_51.mp4,ssim,0.8151,False,3.1098792484366844
206,enc_res_x265_mv_offline_2k_winter_riding_37.mp4,enc_res_kingsoft_v2_mv_offline_2k_winter_riding_44.mp4,ssim,0.8588,False,5.326823137182777
207,enc_res_x265_mv_offline_2k_winter_riding_37.mp4,enc_res_kingsoft_v2_mv_offline_2k_winter_riding_50.mp4,ssim,0.8295,False,4.123719547495732
208,enc_res_x265_mv_offline_2k_winter_riding_37.mp4,enc_res_kingsoft_v2_mv_offline_2k_winter_riding_51.mp4,ssim,0.8275,False,3.769923327541314
212,enc_res_x265_mv_offline_2k_winter_riding_37.mp4,enc_res_svt_av1_mv_offline_2k_winter_riding_61.mp4,ssim,0.8739,False,5.1940579378169724
213,enc_res_x265_mv_offline_2k_winter_riding_37.mp4,enc_res_svt_av1_mv_offline_2k_winter_riding_63.mp4,ssim,0.8504,False,4.832943160238411
214,enc_res_x265_mv_offline_2k_winter_riding_37.mp4,enc_res_svt_hevc_mv_offline_2k_winter_riding_38.mp4,ssim,0.857,False,5.211766276001176
215,enc_res_x265_mv_offline_2k_winter_riding_37.mp4,enc_res_svt_hevc_mv_offline_2k_winter_riding_42.mp4,ssim,0.8097,False,4.443043865326779
216,enc_res_x265_mv_offline_2k_winter_riding_37.mp4,enc_res_svt_hevc_mv_offline_2k_winter_riding_46.mp4,ssim,0.7501,False,2.841769249748518
217,enc_res_x265_mv_offline_2k_winter_riding_37.mp4,enc_res_svt_vp9_mv_offline_2k_winter_riding_62.mp4,ssim,0.8452,False,4.910935206282724
218,enc_res_x265_mv_offline_2k_winter_riding_37.mp4,enc_res_svt_vp9_mv_offline_2k_winter_riding_63.mp4,ssim,0.8277,False,4.217130426480109
219,enc_res_x265_mv_offline_2k_winter_riding_37.mp4,enc_res_x264_mv_offline_2k_winter_riding_35.mp4,ssim,0.8655,False,4.7206459997597525
220,enc_res_x265_mv_offline_2k_winter_riding_37.mp4,enc_res_x264_mv_offline_2k_winter_riding_40.mp4,ssim,0.7814,False,2.357304249553178
221,enc_res_x265_mv_offline_2k_winter_riding_37.mp4,enc_res_x264_mv_offline_2k_winter_riding_45.mp4,ssim,0.673,False,0.0
222,enc_res_x265_mv_offline_2k_winter_riding_37.mp4,enc_res_x265_mv_offline_2k_winter_riding_41.mp4,ssim,0.8452,False,4.234167906021242
223,enc_res_x265_mv_offline_2k_winter_riding_37.mp4,enc_res_x265_mv_offline_2k_winter_riding_46.mp4,ssim,0.7692,False,2.534463149609077
